"sample.clean","tree.id","sample","species","ref.chron","dated","truncated","nrings","completed.by","completed.date","previous crossdating results","Alignment good through","previous crossdating notes","previous crossdating notes2"
"2102","2102","2102","PSME",TRUE,TRUE,"no",62,"Sky","4/1/2015 15:50:43","Good alignment through year X",1951,"",""
"2116","2116","2116","PSME",TRUE,TRUE,"no",60,"Sky","4/21/2015 10:57:03","Good alignment through year X",1958,"",""
"PM39","1096","PM39","PSME",TRUE,TRUE,"no",60,"Morgan","6/19/2015 11:20:54","Good alignment throughout",NA,"",""
"1126","1126","1126","PIPO",TRUE,TRUE,"no",58,"Cameron","6/25/2015 12:27:51","Good alignment throughout",NA,"",""
"1127","1127","1127","PILA",TRUE,TRUE,"no",58,"Joshua","7/8/2015 20:33:23","Good alignment throughout",NA,"",""
"1424","1424","1424","PSME",TRUE,TRUE,"no",58,"Alec","4/7/2015 18:49:47","Good alignment throughout",NA,"Ab didn't seem like real ab, just a couple weird looking rings. Added points for rings and alignment was really good.",""
"1116","1116","1116","PSME",TRUE,TRUE,"no",57,"Joshua","6/25/2015 15:34:33","Good alignment throughout",NA,"",""
"1495","1495","1495","PIPO",TRUE,TRUE,"no",57,"Alec","4/7/2015 19:23:51","Good alignment throughout",NA,"",""
"2530","2530","2530","PSME",TRUE,TRUE,"no",57,"Alec","5/4/2015 11:48:05","Good alignment through year X",1900,"",""
"1137","1137","1137","PSME",TRUE,TRUE,"no",56,"Cameron","9/30/2015 12:31:03","Good alignment throughout",NA,"",""
"2547","2547","2547","PIPO",TRUE,TRUE,"no",56,"Alec","4/3/2015 11:31:33","Good alignment throughout",NA,"",""
"1122","1122","1122","PSME",TRUE,TRUE,"no",55,"Joshua","6/25/2015 14:15:47","Good alignment throughout",NA,"",""
"1152","1152","1152","PSME",TRUE,TRUE,"no",55,"Joshua","6/25/2015 15:38:06","Good alignment throughout",NA,"",""
"1153","1153","1153","PIPO",TRUE,TRUE,"no",55,"Joshua","6/25/2015 14:20:26","Good alignment throughout",NA,"",""
"1156","1156","1156","PSME",TRUE,TRUE,"no",55,"Cameron","6/25/2015 15:10:32","Good alignment throughout",NA,"",""
"2157","2157","2157","PIPO",TRUE,TRUE,"no",55,"Sky","3/9/2015 14:53:46","Good alignment through year X",1900,"years before 1910","align to reference or image for yrs mentioned?"
"2017","2017","2017","PSME",TRUE,TRUE,"no",54,"Alec","5/4/2015 11:08:39","Good alignment throughout",NA,"",""
"2110","2110","2110","PSME",TRUE,TRUE,"no",54,"Sky","4/23/2015 11:21:10","Good alignment through year X",1885,"good alignment until 1981, then drops; altered image so correlation was never negative but did not make sense in image; difficult core ","check alignment adjustments "
"1139","1139","1139","PSME",TRUE,TRUE,"no",52,"Joshua","6/25/2015 15:00:17","Good alignment throughout",NA,"",""
"1144B","1144","1144B","PIPO",TRUE,TRUE,"no",52,"Joshua","6/25/2015 15:55:33","Good alignment throughout",NA,"",""
"2120","2120","2120","PIPO",TRUE,TRUE,"no",51,"Sky","5/4/2015 14:27:25","Good alignment throughout",NA,"",""
"2548B","2548","2548B","PSME",TRUE,TRUE,"no",50,"Alec","5/4/2015 11:51:32","Good alignment throughout",NA,"",""
"1121","1121","1121","PSME",TRUE,TRUE,"no",48,"Joshua","6/25/2015 14:44:44","Good alignment throughout",NA,"",""
"1125","1125","1125","PSME",TRUE,TRUE,"no",48,"Joshua","6/25/2015 14:27:08","Good alignment throughout",NA,"",""
"1155","1155","1155","PSME",TRUE,TRUE,"no",48,"Joshua","6/25/2015 14:29:10","Good alignment throughout",NA,"",""
"1425","1425","1425","PSME",TRUE,TRUE,"no",48,"Alec","4/3/2015 10:49:37","Good alignment throughout",NA,"",""
"PM294","PM294","PM294","PSME",TRUE,TRUE,"no",48,"Alec","4/3/2015 10:48:17","Good alignment throughout",NA,"",""
"1430","1430","1430","PSME",TRUE,TRUE,"no",46,"Alec","4/3/2015 11:01:22","Good alignment throughout",NA,"",""
"2012","2012","2012","PSME",TRUE,TRUE,"no",45,"Alec","3/31/2015 11:00:55","Good alignment throughout",NA,"",""
"1151","1151","1151","PSME",TRUE,TRUE,"no",44,"Morgan","6/25/2015 12:50:30","Good alignment throughout",NA,"",""
"2521","2521","2521","PIPO",TRUE,TRUE,"no",44,"Paige","2/27/2019 16:51:02","Good alignment throughout",NA,"",""
"1319","1319","1319","PIPO",TRUE,TRUE,"no",43,"Derek","10/29/2015 16:31:42","Good alignment throughout",NA,"Deleted earlier rings because they appear to be from a different core",""
"1431","1431","1431","PSME",TRUE,TRUE,"no",43,"Alec","4/30/2015 17:13:44","Good alignment throughout",NA,"",""
"1426","1426","1426","PSME",TRUE,TRUE,"no",42,"Alec","4/3/2015 11:02:13","Good alignment throughout",NA,"",""
"1427","1427","1427","PSME",TRUE,TRUE,"no",42,"Alec","5/4/2015 11:10:15","Good alignment throughout",NA,"",""
"2024","2024","2024","PSME",TRUE,TRUE,"no",42,"Cameron","6/25/2015 16:37:03","Good alignment through year X",1835,"This is one where a previous tech had said they put a point in that didn't make any sense, but after review it seemed fine. I went back and resolved an unc. ",""
"1138","1138","1138","PSME",TRUE,TRUE,"no",41,"Cameron","6/23/2015 15:09:21","Good alignment throughout",NA,"Excellent alignment",""
"1159","1159","1159","PSME",TRUE,TRUE,"no",41,"Morgan","6/19/2015 12:41:49","Good alignment throughout",NA,"",""
"1161","1161","1161","PIPO",TRUE,TRUE,"no",41,"Joshua","6/23/2015 14:28:35","Good alignment throughout",NA,"",""
"2501","2501","2501","ABCO",TRUE,TRUE,"no",41,"Sky","5/19/2015 11:11:17","Good alignment throughout",NA,"",""
"2127","2127","2127","ABCO",TRUE,TRUE,"no",40,"Sky","3/30/2015 15:13:24","Good alignment through year X",1937,"",""
"1143","1143","1143","PSME",TRUE,TRUE,"no",39,"Joshua","6/25/2015 14:43:55","Good alignment throughout",NA,"",""
"2154","2154","2154","PSME",TRUE,TRUE,"no",39,"Sky","5/4/2015 14:35:09","Good alignment through year X",1885,"",""
"PM217","1422","PM217","PSME",TRUE,TRUE,"no",38,"Joshua","7/20/2015 14:22:42","Good alignment throughout",NA,"ref chron all used",""
"2500","2500","2500","PIPO",TRUE,TRUE,"no",37,"Cameron","7/2/2015 12:45:08","Good alignment throughout",NA,"This is a resubmitted form- person before had added rings that did not exist/did not improve corellation",""
"2159","2159","2159","PIPO",TRUE,TRUE,"no",35,"Sky","5/7/2015 11:24:45","Good alignment through year X",1899,"",""
"2165","2165","2165","PIPO",TRUE,TRUE,"no",35,"Sky","5/12/2015 11:14:10","Good alignment throughout",NA,"",""
"2513","2513","2513","ABCO",TRUE,TRUE,"no",35,"Sky","5/6/2015 16:01:20","Good alignment throughout",NA,"",""
"2524","2524","2524","PIPO",TRUE,TRUE,"no",35,"Alec","5/4/2015 11:40:26","Good alignment through year X",1900,"",""
"2587","2587","2587","PIPO",TRUE,TRUE,"no",35,"Alec","5/4/2015 11:34:13","Good alignment through year X",2000,"",""
"1113","1113","1113","PILA",TRUE,TRUE,"no",33,"Joshua","6/23/2015 12:55:16","Good alignment throughout",NA,"",""
"1162","1162","1162","PSME",TRUE,TRUE,"no",33,"Joshua","6/25/2015 14:45:59","Good alignment throughout",NA,"",""
"2600","2600","2600","PIPO",TRUE,TRUE,"no",33,"Alec","4/3/2015 11:48:13","Good alignment through year X",1907,"Previously (mis)labeled as 1978",""
"2580","2580","2580","PIPO",TRUE,TRUE,"no",24,"Morgan","6/26/2015 10:49:01","Good alignment throughout",NA,"previous person did not remove uncs, improved alignment throughout",""
"2570","2570","2570","ABCO",TRUE,TRUE,"no",22,"Alec","4/14/2015 13:19:19","Good alignment through year X",1900,"",""
"2508","2508","2508","PIPO",TRUE,TRUE,"no",20,"Sky","4/21/2015 13:08:40","Good alignment through year X",1915,"alignment drops after 1915, could not modify to fit better so truncated ","check for adjustments made after 1915"
"1230","1230","1230","PSME",TRUE,TRUE,"no",19,"Sky","3/11/2015 13:58:49","Good alignment throughout",NA,"",""
"1498","1498","1498","PIPO",TRUE,TRUE,"no",17,"Joshua","6/27/2015 14:04:28","Good alignment throughout",NA,"",""
"1135","1135","1135","PSME",TRUE,TRUE,"no",16,"Joshua","6/25/2015 14:54:50","Good alignment throughout",NA,"",""
"2129","2129","2129","ABCO",TRUE,TRUE,"no",13,"Sky","5/19/2015 13:00:55","Good alignment throughout",NA,"",""
"2126","2126","2126","PIPO",TRUE,TRUE,"no",7,"Sky","4/23/2015 10:52:21","Good alignment through year X",1920,"had to delete many rings that didn't make sense in image but dramatically improved alignment",""
"2153","2153","2153","PIPO",FALSE,TRUE,"ab",143,"Cameron","6/18/2017 11:09:39","Good alignment through year X",1954,"CAMERONFINALCHECK",""
"2503","2503","2503","ABCO",FALSE,TRUE,"ab",81,"Sky","4/21/2015 11:28:06","Good alignment through year X",1949,"truncated alignment after 1949, couldn't fix",""
"2130","2130","2130","PIPO",FALSE,TRUE,"no",381,"Sky","3/4/2015 15:19:09","Good alignment through year X",1902,"",""
"2026","2026","2026","PSME",FALSE,TRUE,"no",307,"Sky","5/20/2015 16:32:06","Good alignment through year X",1904,"Modified by Cameron for task C.1: 10/14/15",""
"2152","2152","2152","PSME",FALSE,TRUE,"no",266,"Sky","4/7/2015 10:56:05","Good alignment through year X",1900,"truncated alignment of core before end of reference chronology because correlation was so poor",""
"2036","2036","2036","PIPO",FALSE,TRUE,"no",230,"Sky","4/7/2015 11:33:19","Good alignment through year X",1835,"",""
"2507","2507","2507","PIPO",FALSE,TRUE,"no",228,"Sky","5/5/2015 11:19:35","Good alignment through year X",1945,"poor alignment after 1945",""
"2021","2021","2021","PSME",FALSE,TRUE,"no",223,"Paige","7/27/2018 18:19:00","Good alignment throughout",NA,"",""
"2536","2536","2536","PIPO",FALSE,TRUE,"no",221,"Alec","3/31/2015 10:53:41","Good alignment through year X",1900,"",""
"2123","2123","2123","PIPO",FALSE,TRUE,"no",216,"Derek","3/4/2019 22:23:06","Good alignment throughout",1835,"",""
"2030","2030","2030","PSME",FALSE,TRUE,"no",197,"Sky","5/20/2015 16:30:48","Good alignment through year X",1835,"Modified by Cameron for task C.1: 10/14/15",""
"2106","2106","2106","PSME",FALSE,TRUE,"no",194,"Sky","5/7/2015 11:38:17","Good alignment through year X",1962,"difficult core","truncated alignment, should adjustments be made after to improve alignment?"
"1232","1232","1232","PIPO",FALSE,TRUE,"no",187,"Sky","5/5/2015 11:28:08","Good alignment through year X",1910,"",""
"2149","2149","2149","PIPO",FALSE,TRUE,"no",172,"Alec","4/14/2015 13:05:51","Good alignment through year X",1916,"",""
"2538","2538","2538","PIPO",FALSE,TRUE,"no",168,"Alec","4/14/2015 13:11:01","Good alignment through year X",1967,"",""
"2027","2027","2027","PSME",FALSE,TRUE,"no",149,"Sky","5/20/2015 16:39:24","Good alignment through year X",1903,"",""
"2028","2028","2028","ABCO",FALSE,TRUE,"no",148,"Sky","5/20/2015 16:29:51","Good alignment throughout",NA,"",""
"2151","2151","2151","PIPO",FALSE,TRUE,"no",147,"Sky","4/16/2015 11:04:32","Good alignment through year X",1886,"",""
"2042","2042","2042","PIPO",FALSE,TRUE,"no",145,"Sky","5/4/2015 14:43:26","Good alignment through year X",1885,"",""
"2029","2029","2029","ABCO",FALSE,TRUE,"no",135,"Sky","5/20/2015 16:29:19","Good alignment throughout",NA,"",""
"2013","2013","2013","PIPO",FALSE,TRUE,"no",131,"Alec","3/31/2015 12:16:42","Good alignment through year X",1887,"",""
"2593","2593","2593","ABCO",FALSE,TRUE,"no",131,"Alec","5/4/2015 11:30:29","Good alignment through year X",1900,"",""
"1441","1441","1441","PIPO",FALSE,TRUE,"no",130,"Morgan","7/1/2015 12:24:15","Good alignment throughout",NA,"originally dated 2013 with extra ring and 2 removed rings but has better alignment at 2008 with no extra and the rings added back",""
"2133","2133","2133","PIPO",FALSE,TRUE,"no",130,"Sky","5/7/2015 12:30:36","Good alignment through year X",1970,"negative correlation after 1970, could not adjust accurately to fix",""
"2549","2549","2549","PIPO",FALSE,TRUE,"no",125,"Alec","5/4/2015 11:41:07","Good alignment throughout",NA,"",""
"2049","2049","2049","PSME",FALSE,TRUE,"no",124,"Sky","4/21/2015 12:45:11","Good alignment throughout",NA,"Modified by Cameron for task C.1: 10/14/15",""
"1128","1128","1128","PIPO",FALSE,TRUE,"no",123,"Morgan","6/25/2015 15:55:34","Good alignment through year X",1940,"",""
"2516","2516","2516","ABCO",FALSE,TRUE,"no",122,"Sky","4/9/2015 12:38:34","Good alignment through year X",1894,"",""
"2041","2041","2041","PSME",FALSE,TRUE,"no",121,"Sky","5/19/2015 12:29:19","Good alignment throughout",NA,"could not extend alignment with plot vs cluster crossdating",""
"2592","2592","2592","PIPO",FALSE,TRUE,"no",121,"Alec","4/14/2015 10:11:09","Good alignment through year X",1907,"",""
"1493","1493","1493","PIPO",FALSE,TRUE,"no",120,"Alec","3/31/2015 12:45:25","Good alignment throughout",NA,"",""
"2109","2109","2109","ABCO",FALSE,TRUE,"no",116,"Sky","5/13/2015 17:10:38","Good alignment throughout",NA,"core was flipped in plate: goes from right to left",""
"2602","2602","2602","ABCO",FALSE,TRUE,"no",115,"Cameron","6/18/2017 10:57:38","Good alignment throughout",NA,"",""
"2603","2603","2603","PIPO",FALSE,TRUE,"no",115,"Alec","4/14/2015 10:28:55","Good alignment through year X",1907,"3 removed rings made sense visually, added ring did not",""
"PM220A","1420","PM220A","PSME",FALSE,TRUE,"no",115,"Sky","5/27/2015 17:23:29","Good alignment throughout",NA,"",""
"1097","1097","1097","PIPO",FALSE,TRUE,"no",114,"Derek","6/23/2015 12:21:49","Good alignment throughout",NA,"",""
"PM219A","1419","PM219A","PSME",FALSE,TRUE,"no",114,"Sky","5/27/2015 17:18:51","Good alignment throughout",NA,"",""
"1428","1428","1428","PIPO",FALSE,TRUE,"no",112,"Derek","3/9/2015 9:34:16","Good alignment through year X",1979,"Core missing three rings at year 1978",""
"2016","2016","2016","PIPO",FALSE,TRUE,"no",112,"Sky","5/19/2015 12:25:54","Good alignment through year X",1983,"could not extend alignment with plot vs cluster crossdating",""
"2107","2107","2107","ABCO",FALSE,TRUE,"no",112,"Sky","5/11/2015 14:07:42","Good alignment through year X",1971,"",""
"2158","2158","2158","PSME",FALSE,TRUE,"no",111,"Sky","5/11/2015 14:10:08","Good alignment through year X",1922,"",""
"2166","2166","2166","PSME",FALSE,TRUE,"no",111,"Sky","5/6/2015 15:54:12","Good alignment throughout",NA,"",""
"2595","2595","2595","ABCO",FALSE,TRUE,"no",111,"Alec","4/14/2015 12:22:36","Good alignment throughout",NA,"",""
"1496","1496","1496","PIPO",FALSE,TRUE,"no",109,"Alec","4/2/2015 13:51:50","Good alignment throughout",NA,"Removed 2 rings, added 1 ring. removed rings made sense visually, added ring did not.",""
"2598","2598","2598","PIPO",FALSE,TRUE,"no",109,"Alec","4/30/2015 16:04:07","Good alignment through year X",1953,"",""
"2103","2103","2103","ABCO",FALSE,TRUE,"no",108,"Sky","5/11/2015 14:50:47","Good alignment through year X",1967,"difficult core; revist",""
"2597","2597","2597","ABCO",FALSE,TRUE,"no",107,"Alec","4/2/2015 13:54:21","Good alignment through year X",1914,"",""
"2050","2050","2050","PSME",FALSE,TRUE,"no",106,"Sky","5/11/2015 14:55:34","Good alignment throughout",NA,"poor alignment from 1942 to 1929, great alignment after that","adjust between 1942 to 1929 or truncate alignment at 1942? see alignment at ring 90 "
"PM35","PM35","PM35","PSME",FALSE,TRUE,"no",105,"Morgan","6/19/2015 10:48:23","Good alignment through year X",1973,"",""
"2528","2528","2528","PIPO",FALSE,TRUE,"no",104,"Alec","4/14/2015 10:48:51","Good alignment through year X",1960,"","Outer rings are very hard to see, may not be marked correctly and be affecting alignment"
"1432","1432","1432","PSME",FALSE,TRUE,"no",102,"Alec","4/2/2015 14:04:15","Good alignment throughout",NA,"",""
"1416","1416","1416","PSME",FALSE,TRUE,"no",99,"Alec","4/2/2015 14:10:11","Good alignment throughout",NA,"",""
"2005","2005","2005","PIPO",FALSE,TRUE,"no",99,"Alec","4/30/2015 16:13:48","Good alignment throughout",NA,"",""
"2132","2132","2132","ABCO",FALSE,TRUE,"no",99,"Sky","4/20/2015 13:42:15","Good alignment through year X",1913,"",""
"PM21","1098","PM21","PSME",FALSE,TRUE,"no",97,"Cameron","4/21/2017 14:08:58","Good alignment throughout",NA,"",""
"2101","2101","2101","ABCO",FALSE,TRUE,"no",96,"Sky","5/19/2015 12:45:22","Good alignment throughout",NA,"Modified by Cameron for task C.1: 10/14/15",""
"2585","2585","2585","PIPO",FALSE,TRUE,"no",94,"Alec","4/2/2015 14:25:32","Good alignment through year X",1973,"no clear way to improve alignment after 1973",""
"1499","1499","1499","PIPO",FALSE,TRUE,"no",93,"Alec","4/2/2015 14:29:39","Good alignment through year X",1960,"",""
"2014","2014","2014","PIPO",FALSE,TRUE,"no",93,"Derek","3/4/2019 21:37:41","Good alignment throughout",NA,"",""
"2543","2543","2543","PIPO",FALSE,TRUE,"no",93,"Alec","4/2/2015 14:45:29","Good alignment throughout",NA,"",""
"2545","2545","2545","PIPO",FALSE,TRUE,"no",90,"Alec","4/30/2015 16:24:26","Good alignment throughout",NA,"",""
"PM20A","1398","PM20A","PSME",FALSE,TRUE,"no",89,"Cameron","10/19/2015 17:14:08","Good alignment through year X",1949,"",""
"2572","2572","2572","ABCO",FALSE,TRUE,"no",87,"Alec","4/2/2015 15:03:07","Good alignment through year X",1950,"","Looked like another ring should be added around 1950 but when I trying adding,  alignment did not really improve"
"PM44","PM44","PM44","PSME",FALSE,TRUE,"no",86,"Morgan","6/19/2015 11:14:36","Good alignment through year X",1959,"",""
"2053","2053","2053","PSME",FALSE,TRUE,"no",85,"Sky","4/20/2015 14:22:11","Good alignment through year X",1919,"",""
"1440","1440","1440","PIPO",FALSE,TRUE,"no",83,"Alec","3/31/2015 12:38:44","Good alignment through year X",1955,"",""
"2108","2108","2108","PSME",FALSE,TRUE,"no",83,"Sky","5/12/2015 11:42:51","Good alignment through year X",1973,"",""
"2594","2594","2594","PIPO",FALSE,TRUE,"no",80,"Joshua","6/30/2015 11:45:07","Good alignment throughout",NA,"Cameron edit on 10/26/15. Josh claimed his additions made sense but they didn't. An addition at 132, and 82 were nonsensical.",""
"2138","2138","2138","ABCO",FALSE,TRUE,"no",76,"Sky","5/13/2015 17:00:03","Good alignment through year X",1954,"",""
"2529","2529","2529","PIPO",FALSE,TRUE,"no",75,"Alec","4/14/2015 13:01:47","Good alignment through year X",1900,"removed ring made sense visually, added ring did not",""
"PM285","PM285","PM285","PSME",FALSE,TRUE,"no",75,"Alec","4/30/2015 16:57:51","Good alignment throughout",NA,"",""
"2146","2146","2146","PIPO",FALSE,TRUE,"no",71,"Derek","3/9/2015 9:48:30","Good alignment throughout",NA,"",""
"1142","1142","1142","PIPO",FALSE,TRUE,"no",69,"Cameron","6/25/2015 15:03:55","Good alignment throughout",NA,"",""
"2564","2564","2564","ABCO",FALSE,TRUE,"no",66,"Alec","4/3/2015 10:28:04","Good alignment throughout",NA,"",""
"2031","2031","2031","PSME",FALSE,TRUE,"no",63,"Sky","5/20/2015 16:36:05","Good alignment through year X",1935,"",""
"1492","1492","1492","PIPO",FALSE,TRUE,"no",62,"Alec","4/3/2015 11:38:13","Good alignment throughout",NA,"",""
"2541","2541","2541","PSME",FALSE,TRUE,"no",61,"Alec","4/3/2015 10:33:20","Good alignment throughout",NA,"",""
"2591","2591","2591","ABCO",FALSE,TRUE,"no",61,"Alec","4/3/2015 10:36:18","Good alignment throughout",NA,"",""
"2527","2527","2527","PSME",FALSE,TRUE,"no",60,"Alec","4/30/2015 17:04:30","Good alignment throughout",NA,"",""
"2531","2531","2531","PIPO",FALSE,TRUE,"no",60,"Alec","4/30/2015 17:08:40","Good alignment through year X",1988,"",""
"2114","2114","2114","ABCO",FALSE,TRUE,"no",55,"Sky","5/19/2015 12:49:36","Good alignment throughout",NA,"difficult core, beginning alignment could not be improved by plot crossdating",""
"2121","2121","2121","ABCO",FALSE,TRUE,"no",54,"Cameron","6/18/2017 11:08:25","Good alignment through year X",1991,"CAMERONFINALCHECK",""
"2161","2161","2161","PIPO",FALSE,TRUE,"no",46,"Sky","5/20/2015 16:42:20","Good alignment through year X",1950,"",""
"1418","1418","1418","PSME",FALSE,TRUE,"no",44,"Sky","6/2/2015 12:45:08","Good alignment throughout",NA,"addition of ring needed?",""
"2018","2018","2018","PIPO",FALSE,TRUE,"no",36,"Alec","3/31/2015 11:09:34","Good alignment through year X",1887,"",""
"2136","2136","2136","ABCO",FALSE,TRUE,"no",35,"Sky","5/19/2015 13:06:08","Good alignment through year X",1944,"limited alignment with plot crossdating compared to cluster cross dating (1962 vs 1950)",""
"2560","2560","2560","PIPO",FALSE,TRUE,"no",35,"Alec","4/30/2015 16:09:46","Good alignment throughout",NA,"",""
"2131","2131","2131","PSME",FALSE,TRUE,"no",31,"Sky","4/20/2015 13:35:39","Good alignment through year X",1910,"",""
"2525","2525","2525","PSME",FALSE,TRUE,"no",30,"Alec","4/14/2015 12:25:36","Good alignment throughout",NA,"",""
"1494","1494","1494","PIPO",FALSE,TRUE,"no",25,"Alec","4/30/2015 15:23:43","Good alignment throughout",NA,"Modified by Cameron for task C.1: 10/14/15",""
"2526","2526","2526","PIPO",FALSE,TRUE,"no",25,"Alec","3/31/2015 12:09:48","Good alignment through year X",1900,"",""
"2537","2537","2537","ABCO",FALSE,TRUE,"no",24,"Sky","5/19/2015 13:18:40","Good alignment through year X",1956,"",""
"1500","1500","1500","PIPO",FALSE,TRUE,"no",22,"Joshua","6/30/2015 11:20:06","Good alignment throughout",NA,"",""
"2601","2601","2601","ABCO",FALSE,TRUE,"no",22,"Alec","4/14/2015 12:49:26","Good alignment through year X",1903,"",""
"2046","2046","2046","PIPO",FALSE,TRUE,"no",18,"Sky","5/19/2015 12:35:05","Good alignment throughout",NA,"",""
"2051","2051","2051","PSME",FALSE,TRUE,"no",18,"Sky","5/13/2015 16:41:02","Good alignment throughout",NA,"",""
"2115","2115","2115","ABCO",FALSE,TRUE,"no",8,"Sky","5/19/2015 12:50:40","Good alignment throughout",NA,"",""
"1157",NA,"1157",NA,NA,NA,"ab",NA,"Cameron","6/25/2015 13:39:23","Poor alignment  throughout",NA,"Abs really messed up this core- hard to get anything out of it",""
"2155",NA,"2155",NA,NA,NA,"no",NA,"Sky","5/7/2015 10:59:35","Poor alignment  throughout",NA,"didn't make adjustments to better alignment--can any be made?",""
"2534",NA,"2534",NA,NA,NA,"no",NA,"Joshua","7/6/2015 21:06:39","Poor alignment  throughout",NA,"Added a ring at the end improved alignment there but the middle is still messy",""
